name,city,income,credit_score,loan_amount,years_employed,points,loan_approved,gender,debt_to_income,income_per_exp,credit_category,loan_to_points,income_bracket,gender_encoded
Joshua Adams,North Malloryville,65400,603,7721,32,60.0,True,Male,0.11805810397553516,1981.8181818181818,Fair,126.57377049180327,40K-70K,1
Jennifer Smith,North Jeremy,110728,694,10658,22,85.0,True,Female,0.09625388338992848,4814.260869565217,Good,123.93023255813954,100K-130K,0
Courtney Koch,Mcdanielville,135932,803,12112,7,95.0,True,Female,0.08910337521702028,16991.5,Excellent,126.16666666666667,130K+,0
Tyler Campbell,New Matthewstad,100539,386,3840,38,60.0,True,Male,0.038194133619789336,2577.923076923077,Poor,62.950819672131146,100K-130K,1
Jeffrey Rogers,Lake Ronald,131533,608,41944,18,65.0,True,Male,0.31888575490561305,6922.789473684211,Fair,635.5151515151515,130K+,1
Brian Hendricks,Sarahland,93372,302,10741,9,45.0,False,Male,0.11503448571306173,9337.2,Poor,233.5,70K-100K,1
James Griffith,Briggsville,90931,737,48625,17,65.0,True,Male,0.5347461261835897,5051.722222222223,Good,736.7424242424242,70K-100K,1
Frank Anderson,Gomezfort,87091,734,32541,26,70.0,True,Male,0.37364366007968675,3225.5925925925926,Good,458.32394366197184,70K-100K,1
Mallory Taylor,South Robert,138230,809,36307,34,90.0,True,Female,0.2626564421616147,3949.4285714285716,Excellent,398.97802197802196,130K+,0
Joshua Hall Jr.,Rosebury,125817,389,16413,23,55.0,False,Male,0.1304513698466821,5242.375,Poor,293.0892857142857,100K-130K,1
Xavier Smith,Rosarioville,107656,361,23894,23,55.0,False,Male,0.22194768521958833,4485.666666666667,Poor,426.67857142857144,100K-130K,1
Sharon Fuentes,Stevenside,65179,731,16892,13,65.0,True,Female,0.2591632274198745,4655.642857142857,Good,255.93939393939394,40K-70K,0
Amy Taylor,South Jessica,72245,734,25358,3,55.0,False,Female,0.3510000692089418,18061.25,Good,452.82142857142856,70K-100K,0
Mary Jones,North Dylan,141635,444,6176,15,60.0,True,Female,0.04360504112684012,8852.1875,Poor,101.24590163934427,130K+,0
Keith Cervantes,Port Ian,62177,443,35566,19,35.0,False,Male,0.572012158836869,3108.85,Poor,987.9444444444445,40K-70K,1
Nathan Wallace,West Danielton,138885,332,40595,11,50.0,False,Male,0.2922921841811571,11573.75,Poor,795.9803921568628,130K+,1
Alexandra Wall,Spencerview,41359,813,21056,14,65.0,True,Female,0.5091032181629149,2757.266666666667,Excellent,319.030303030303,40K-70K,0
Christopher Dudley,Spenceberg,66559,516,27240,39,35.0,False,Male,0.4092609564446581,1663.975,Poor,756.6666666666666,40K-70K,1
James Carson,Port Heatherfort,145557,620,43775,25,65.0,True,Male,0.3007412903536072,5598.346153846154,Fair,663.2575757575758,130K+,1
Carmen Pratt,Leeville,89087,406,6099,23,55.0,False,Female,0.0684611671736617,3711.9583333333335,Poor,108.91071428571429,70K-100K,0
Sarah Johnson,Franciscoville,61963,366,14887,38,45.0,False,Female,0.24025628197472684,1588.7948717948718,Poor,323.6304347826087,40K-70K,0
Theodore Lopez,Lake Sarah,128366,546,18640,5,50.0,False,Male,0.14520979075456117,21394.333333333332,Poor,365.4901960784314,100K-130K,1
Krystal Elliott,Williamsmouth,90910,395,21224,0,35.0,False,Female,0.23346166538334617,90910.0,Poor,589.5555555555555,70K-100K,0
Dr. Tina Porter,Karenstad,104691,432,47049,6,40.0,False,Female,0.44940825858956357,14955.857142857143,Poor,1147.5365853658536,100K-130K,0
Steven Gordon,North Brenda,109997,691,32257,37,75.0,True,Male,0.2932534523668827,2894.657894736842,Good,424.4342105263158,100K-130K,1
Amanda Martin,Millerland,117580,537,15132,9,50.0,False,Female,0.1286953563531213,11758.0,Poor,296.70588235294116,100K-130K,0
Candace Stuart,Sethberg,79674,647,20060,23,60.0,True,Female,0.25177598714762656,3319.75,Fair,328.8524590163934,70K-100K,0
Teresa Williams,Allenland,74092,456,38152,40,35.0,False,Female,0.5149273875722076,1807.121951219512,Poor,1059.7777777777778,70K-100K,0
Anne Smith PhD,Amyland,33761,810,7167,29,75.0,True,Female,0.21228636592517994,1125.3666666666666,Excellent,94.30263157894737,<40K,0
Timothy Martin,Barbarastad,94789,391,5661,11,55.0,False,Male,0.05972211965523426,7899.083333333333,Poor,101.08928571428571,70K-100K,1
Julia Andersen,Kathrynmouth,141536,443,9124,36,60.0,True,Female,0.06446416459416686,3825.2972972972975,Poor,149.5737704918033,130K+,0
Jack Mitchell MD,South Michael,72600,621,25489,5,50.0,False,Male,0.3510881542699725,12100.0,Fair,499.7843137254902,70K-100K,1
Katie Baker,New Tiffanyton,53834,550,46858,35,35.0,False,Female,0.8704164654307687,1495.388888888889,Poor,1301.611111111111,40K-70K,0
Samuel Roberts,New Reginald,93904,374,15617,24,50.0,False,Male,0.16630814448798772,3756.16,Poor,306.2156862745098,70K-100K,1
Maureen Bailey,Daymouth,57802,411,6624,11,45.0,False,Female,0.11459811079201412,4816.833333333333,Poor,144.0,40K-70K,0
Sylvia Nielsen,Gonzalezmouth,76507,366,21793,21,45.0,False,Female,0.2848497523102461,3477.590909090909,Poor,473.7608695652174,70K-100K,0
Katelyn Park DDS,Shawnside,134573,459,31799,9,50.0,False,Female,0.2362955421964287,13457.3,Poor,623.5098039215686,130K+,0
Erica Johnson,Brownstad,63862,740,32025,13,70.0,True,Female,0.5014719238357709,4561.571428571428,Excellent,451.056338028169,40K-70K,0
Sean Cisneros,Nelsonburgh,74608,385,10288,4,35.0,False,Male,0.1378940596182715,14921.6,Poor,285.77777777777777,70K-100K,1
Brad Russo,Savagehaven,66655,519,44885,16,35.0,False,Male,0.6733928437476558,3920.8823529411766,Poor,1246.8055555555557,40K-70K,1
Anthony Jacobson,Petersonport,145385,468,14015,22,60.0,True,Male,0.09639921587509027,6321.086956521739,Poor,229.75409836065575,130K+,1
Karen Nichols,Lake Samuel,108139,698,1650,35,85.0,True,Female,0.015258139986498859,3003.8611111111113,Good,19.186046511627907,100K-130K,0
Linda Miller,West Elizabeth,121905,624,1929,9,70.0,True,Female,0.015823797219146056,12190.5,Fair,27.169014084507044,100K-130K,0
Taylor Porter,Danielchester,145357,569,35124,0,40.0,False,Male,0.2416395495228988,145357.0,Poor,856.6829268292682,130K+,1
Terri Mathews DDS,North Jefferyborough,66211,730,46642,34,60.0,True,Female,0.7044448807599946,1891.7428571428572,Good,764.6229508196722,40K-70K,0
Lindsay Robinson,East Teresa,102848,314,25265,23,55.0,False,Female,0.24565378033602986,4285.333333333333,Poor,451.1607142857143,100K-130K,0
Steven Shaw,Lake Victormouth,31330,723,27895,22,50.0,False,Male,0.8903606766677306,1362.1739130434783,Good,546.9607843137255,<40K,1
Joshua Mills,Danielburgh,97715,769,29074,23,80.0,True,Male,0.297538760681574,4071.4583333333335,Excellent,358.9382716049383,70K-100K,1
Kurt Daniels,Mitchellchester,55042,590,47012,39,50.0,False,Male,0.8541114058355438,1376.05,Fair,921.8039215686274,40K-70K,1
Susan Garcia,Port Maryland,41221,316,41387,26,25.0,False,Female,1.004027073579001,1526.7037037037037,Poor,1591.8076923076924,40K-70K,0
Paul Hanson,Lake Seanshire,61635,333,44759,18,35.0,False,Male,0.7261945323274114,3243.9473684210525,Poor,1243.3055555555557,40K-70K,1
Christy Frank,Wilsonfort,124381,427,23977,29,55.0,False,Female,0.19277060001125573,4146.033333333334,Poor,428.1607142857143,100K-130K,0
Robert Padilla,Smithstad,83271,529,34263,18,40.0,False,Male,0.4114637749036279,4382.684210526316,Poor,835.6829268292682,70K-100K,1
Matthew Parker,Nuneztown,94038,724,3141,0,65.0,True,Male,0.03340139092707203,94038.0,Good,47.59090909090909,70K-100K,1
Richard Randall,Matthewshire,102768,740,16848,35,90.0,True,Male,0.16394208313872022,2854.6666666666665,Excellent,185.14285714285714,100K-130K,1
Cheryl Newman,Port Sarahchester,129374,431,42698,24,50.0,False,Female,0.33003540123981634,5174.96,Poor,837.2156862745098,100K-130K,0
Carrie Strong,South Jerry,61499,429,34046,7,30.0,False,Female,0.553602497601587,7687.375,Poor,1098.258064516129,40K-70K,0
Rachel Cameron,Maryburgh,120519,630,14353,5,65.0,True,Female,0.11909325500543483,20086.5,Fair,217.46969696969697,100K-130K,0
Jeffrey Fuller,North Christine,92402,380,38473,24,40.0,False,Male,0.4163654466353542,3696.08,Poor,938.3658536585366,70K-100K,1
Nicholas Lucero,Jacobbury,114659,604,13702,34,70.0,True,Male,0.11950217601758258,3275.9714285714285,Fair,192.98591549295776,100K-130K,1
Molly Roman,Townsendton,123302,581,6437,9,70.0,True,Female,0.052205154823117224,12330.2,Fair,90.66197183098592,100K-130K,0
Margaret Riley,North Stephenville,94332,409,10295,18,50.0,False,Female,0.10913581817410847,4964.8421052631575,Poor,201.86274509803923,70K-100K,0
Christopher Jones,Robertaborough,88743,700,7597,31,80.0,True,Male,0.08560675208185434,2773.21875,Good,93.79012345679013,70K-100K,1
Jennifer Tucker,East Gracefurt,133931,621,42520,28,65.0,True,Female,0.3174769097520365,4618.310344827586,Fair,644.2424242424242,130K+,0
Keith Obrien,North Theresastad,32260,795,41239,38,60.0,True,Male,1.2783323000619964,827.1794871794872,Excellent,676.0491803278688,<40K,1
Brooke Harmon,East Catherineside,42196,323,34947,32,25.0,False,Female,0.828206465067779,1278.6666666666667,Poor,1344.1153846153845,40K-70K,0
Cindy Diaz,North Mark,68566,525,6468,8,45.0,False,Female,0.09433246798704897,7618.444444444444,Poor,140.6086956521739,40K-70K,0
John Ashley,Jeanport,59045,778,49837,31,70.0,True,Male,0.8440511474299264,1845.15625,Excellent,701.9295774647887,40K-70K,1
Travis Nielsen,Geraldview,83005,702,7743,37,80.0,True,Male,0.0932835371363171,2184.342105263158,Good,95.5925925925926,70K-100K,1
Laurie Martin,Lake Tony,120673,756,28770,38,90.0,True,Female,0.2384129009803353,3094.1794871794873,Excellent,316.15384615384613,100K-130K,0
Rose Dean,Pattersonshire,61890,661,25507,40,50.0,False,Female,0.4121344320568751,1509.5121951219512,Fair,500.1372549019608,40K-70K,0
Joanna Preston,Brendaport,70135,843,24085,25,80.0,True,Female,0.3434091395166465,2697.5,Excellent,297.34567901234567,70K-100K,0
Christopher Morris,West John,117026,520,44054,23,50.0,False,Male,0.37644625980551333,4876.083333333333,Poor,863.8039215686274,100K-130K,1
Richard Martinez,Haleymouth,106225,518,31498,36,50.0,False,Male,0.2965215344787009,2870.945945945946,Poor,617.6078431372549,100K-130K,1
Stephanie Hoffman,Campbellborough,78368,839,15251,6,85.0,True,Female,0.1946074928542262,11195.42857142857,Excellent,177.3372093023256,70K-100K,0
Michelle Shah,New Patriciachester,92031,745,21826,20,85.0,True,Female,0.23715921808955678,4382.428571428572,Excellent,253.7906976744186,70K-100K,0
Anthony Snyder,West Robertville,102544,763,12215,38,90.0,True,Male,0.11911959744109846,2629.3333333333335,Excellent,134.23076923076923,100K-130K,1
James Ray,Andrewshire,99588,304,31262,18,45.0,False,Male,0.31391332289030804,5241.473684210527,Poor,679.6086956521739,70K-100K,1
Walter Johnson,West Deannaland,75056,781,7233,26,90.0,True,Male,0.09636804519292262,2779.8518518518517,Excellent,79.48351648351648,70K-100K,1
Denise Molina,Millermouth,85771,805,41129,3,70.0,True,Female,0.47952105023842556,21442.75,Excellent,579.2816901408451,70K-100K,0
Michael Gibson,Port Nathanielville,127771,329,15681,3,45.0,False,Male,0.12272737945230139,31942.75,Poor,340.89130434782606,100K-130K,1
Brenda Holder,Perezland,102140,495,48455,23,45.0,False,Female,0.4743978852555316,4255.833333333333,Poor,1053.3695652173913,100K-130K,0
Amy Ware,North Brandonport,73357,376,18283,21,45.0,False,Female,0.2492332020120779,3334.409090909091,Poor,397.45652173913044,70K-100K,0
Rebecca Gray,East Brandy,76112,422,9276,20,50.0,False,Female,0.1218730292200967,3624.3809523809523,Poor,181.88235294117646,70K-100K,0
Nicole Barron,Walshville,122124,834,35576,15,90.0,True,Female,0.2913104713242278,7632.75,Excellent,390.94505494505495,100K-130K,0
Mary Bray,Kendrafort,89473,531,7016,16,55.0,False,Female,0.07841471728901456,5263.117647058823,Poor,125.28571428571429,70K-100K,0
Michelle Gomez,Lake Deborah,65509,510,46545,4,25.0,False,Female,0.7105130592742982,13101.8,Poor,1790.1923076923076,40K-70K,0
Johnny Lewis,South Lori,70189,492,32958,6,30.0,False,Male,0.4695607573836356,10027.0,Poor,1063.1612903225807,70K-100K,1
Robert Gill,Kathleenport,62951,764,43945,9,65.0,True,Male,0.6980826357007831,6295.1,Excellent,665.8333333333334,40K-70K,1
Ashley Anderson,Paulmouth,60217,825,14305,25,85.0,True,Female,0.23755750037364864,2316.0384615384614,Excellent,166.3372093023256,40K-70K,0
Donald Martin,Stephanieshire,45814,404,10652,29,35.0,False,Male,0.2325053477103069,1527.1333333333334,Poor,295.8888888888889,40K-70K,1
Natasha Allen,Lopeztown,124540,787,44377,33,85.0,True,Female,0.3563272844066164,3662.9411764705883,Excellent,516.0116279069767,100K-130K,0
Derek Mcintosh,West Ryanberg,55242,706,33911,27,60.0,True,Male,0.6138626407443611,1972.9285714285713,Good,555.9180327868852,40K-70K,1
Amy Nelson,North Deborahchester,71359,498,20267,12,40.0,False,Female,0.28401463024986334,5489.153846153846,Poor,494.3170731707317,70K-100K,0
Kirk Moreno,Stoneville,45670,351,43358,15,25.0,False,Male,0.9493759579592731,2854.375,Poor,1667.6153846153845,40K-70K,1
Colleen Brown,New Josephland,127370,844,7621,17,100.0,True,Female,0.059833555782366335,7076.111111111111,Excellent,75.45544554455445,100K-130K,0
Manuel Baldwin,Longbury,100236,574,33451,13,50.0,False,Male,0.33372241510036316,7159.714285714285,Poor,655.9019607843137,100K-130K,1
Dalton Walsh,Jessicaville,129901,489,33980,39,50.0,False,Male,0.2615838215256234,3247.525,Poor,666.2745098039215,100K-130K,1
Eric Knox,East Leslie,120461,371,11921,11,60.0,True,Male,0.09896148961074538,10038.416666666666,Poor,195.4262295081967,100K-130K,1
Jesse Rivers,Pattersontown,54267,481,18290,4,30.0,False,Male,0.3370372417859841,10853.4,Poor,590.0,40K-70K,1
Philip Smith,Tarashire,55105,301,33001,15,35.0,False,Male,0.5988748752381816,3444.0625,Poor,916.6944444444445,40K-70K,1
Andrew Smith,Maryhaven,58361,815,11964,9,80.0,True,Male,0.20499991432634806,5836.1,Excellent,147.7037037037037,40K-70K,1
Ariel Lara,Shaunstad,126810,563,44477,31,50.0,False,Male,0.3507373235549247,3962.8125,Poor,872.0980392156863,100K-130K,1
Jimmy Carey,Jenniferhaven,93464,795,8389,17,90.0,True,Male,0.08975648377985107,5192.444444444444,Excellent,92.18681318681318,70K-100K,1
Monica Smith,Chaseberg,66241,665,33625,1,35.0,False,Female,0.50761612898356,33120.5,Fair,934.0277777777778,40K-70K,0
Patrick Mcpherson,Jamieland,124972,498,25758,40,55.0,False,Male,0.2061101686777838,3048.0975609756097,Poor,459.9642857142857,100K-130K,1
Donald Sims,Archerhaven,107278,479,18387,22,55.0,False,Male,0.17139581274818697,4664.260869565217,Poor,328.3392857142857,100K-130K,1
Jeanne Butler,Kyleton,129641,832,46995,21,90.0,True,Female,0.3625010606212541,5892.772727272727,Excellent,516.4285714285714,100K-130K,0
Barbara Pope,Keithtown,98765,810,45926,9,75.0,True,Female,0.4650027843871817,9876.5,Excellent,604.2894736842105,70K-100K,0
Chris Levy,West Tommy,108222,366,20315,0,40.0,False,Male,0.18771599120326735,108222.0,Poor,495.4878048780488,100K-130K,1
Daniel Petersen,North Tracytown,67093,740,24085,0,60.0,True,Male,0.3589793272025398,67093.0,Excellent,394.8360655737705,40K-70K,1
Chad Koch,North Jennifer,43176,446,49041,12,25.0,False,Male,1.1358393551973318,3321.230769230769,Poor,1886.1923076923076,40K-70K,1
Thomas Carter,South Sarahbury,139134,695,28693,25,80.0,True,Male,0.2062256529676427,5351.307692307692,Good,354.2345679012346,130K+,1
Annette Green,Carlaburgh,55443,746,45493,20,70.0,True,Female,0.820536406760096,2640.1428571428573,Excellent,640.7464788732394,40K-70K,0
Brenda Saunders,Derekside,68829,504,20730,19,40.0,False,Female,0.3011811881619666,3441.45,Poor,505.609756097561,40K-70K,0
Keith Fuller,South Kimberly,59816,747,7294,8,75.0,True,Male,0.12194061789487763,6646.222222222223,Excellent,95.97368421052632,40K-70K,1
Melissa Gordon,Taylorchester,77301,777,28558,26,80.0,True,Female,0.36943894645606135,2863.0,Excellent,352.5679012345679,70K-100K,0
Thomas Johnson,Davisberg,53519,609,16902,37,55.0,False,Male,0.3158130757301145,1408.3947368421052,Fair,301.82142857142856,40K-70K,1
Bethany Daniels,Brianfurt,69618,428,27407,0,25.0,False,Female,0.39367692263495074,69618.0,Poor,1054.1153846153845,40K-70K,0
Phillip Holmes,North Brianville,31854,641,39950,6,35.0,False,Male,1.2541596031895523,4550.571428571428,Fair,1109.7222222222222,<40K,1
Krystal Vaughn,North Joyhaven,122801,354,46978,13,50.0,False,Female,0.3825538879976547,8771.5,Poor,921.1372549019608,100K-130K,0
Kristina Coffey,East Patty,100010,458,20719,40,55.0,False,Female,0.20716928307169283,2439.268292682927,Poor,369.98214285714283,100K-130K,0
William Smith,Hansonborough,46591,417,5400,0,20.0,False,Male,0.11590221287373098,46591.0,Poor,257.14285714285717,40K-70K,1
Spencer Meyer,East Dale,65954,325,34148,28,35.0,False,Male,0.5177547987991631,2274.2758620689656,Poor,948.5555555555555,40K-70K,1
Timothy Evans,Mcgrathbury,35965,566,41157,28,25.0,False,Male,1.1443625747254276,1240.1724137931035,Poor,1582.9615384615386,<40K,1
Lisa Reynolds,East Donaldbury,37146,474,34522,34,25.0,False,Female,0.9293598233995585,1061.3142857142857,Poor,1327.7692307692307,<40K,0
John Roberts,New Trevorview,102529,700,26285,6,70.0,True,Male,0.2563664914316925,14647.0,Good,370.2112676056338,100K-130K,1
Robert Hernandez,Stephenshire,68290,698,1722,37,75.0,True,Male,0.02521599062820325,1797.1052631578948,Good,22.657894736842106,40K-70K,1
Matthew Barry,Williamsstad,121411,442,31664,29,50.0,False,Male,0.26080009224864303,4047.0333333333333,Poor,620.8627450980392,100K-130K,1
William Howard,West Rachel,46551,837,26599,32,65.0,True,Male,0.5713948142897037,1410.6363636363637,Excellent,403.0151515151515,40K-70K,1
Matthew Bell,Stephenberg,113606,585,44151,19,65.0,True,Male,0.38863264264211395,5680.3,Fair,668.9545454545455,100K-130K,1
Andrea Franco,Bennettfort,143830,484,38751,32,50.0,False,Female,0.2694222345824932,4358.484848484848,Poor,759.8235294117648,130K+,0
Kelly Anderson,Briannashire,128669,656,39305,39,65.0,True,Female,0.3054737349322681,3216.725,Fair,595.530303030303,100K-130K,0
Andrea Johnson,East Colin,94340,408,33730,30,45.0,False,Female,0.35753656985372056,3043.2258064516127,Poor,733.2608695652174,70K-100K,0
David Ingram,North Rachel,43446,478,48720,24,25.0,False,Male,1.1213920729181053,1737.84,Poor,1873.8461538461538,40K-70K,1
Jennifer Brown,Dannyland,144389,752,25531,38,90.0,True,Female,0.1768209489642563,3702.2820512820513,Excellent,280.56043956043953,130K+,0
Alyssa Thompson,Lake Shannonberg,31607,504,13826,16,25.0,False,Female,0.4374347454677761,1859.235294117647,Poor,531.7692307692307,<40K,0
Michael Perez DDS,Cervantesborough,105243,388,39149,1,35.0,False,Male,0.37198673545984057,52621.5,Poor,1087.4722222222222,100K-130K,1
Mary Harris,North Michael,67268,717,38243,34,60.0,True,Female,0.5685169768686448,1921.942857142857,Good,626.9344262295082,40K-70K,0
Gina Fleming,Leeborough,91524,785,33823,22,80.0,True,Female,0.3695533412001224,3979.304347826087,Excellent,417.5679012345679,70K-100K,0
Steven Castaneda,South Ronaldfurt,92746,372,38299,5,35.0,False,Male,0.41294503266987254,15457.666666666666,Poor,1063.861111111111,70K-100K,1
Joseph Garcia,Hallside,87733,638,2477,14,70.0,True,Male,0.02823338994449067,5848.866666666667,Fair,34.88732394366197,70K-100K,1
Donna Clayton,Warnerland,74657,461,19878,4,30.0,False,Female,0.26625768514673775,14931.4,Poor,641.2258064516129,70K-100K,0
Dana Holmes,Reginaldton,54164,413,39192,30,35.0,False,Female,0.7235802377963223,1747.225806451613,Poor,1088.6666666666667,40K-70K,0
Victoria Delgado,West Robertborough,36734,642,4892,8,45.0,False,Female,0.13317362661294713,4081.5555555555557,Fair,106.34782608695652,<40K,0
Robert Rivera,East Trevorshire,63092,336,23665,4,30.0,False,Male,0.37508717428517085,12618.4,Poor,763.3870967741935,40K-70K,1
Linda Salazar,New Timothyberg,142947,577,48404,2,40.0,False,Female,0.33861501115798165,47649.0,Poor,1180.5853658536585,130K+,0
Jonathan Perez,Ryanport,92616,533,2405,3,45.0,False,Male,0.02596743543232271,23154.0,Poor,52.28260869565217,70K-100K,1
Richard Gonzalez,Flemingtown,44953,793,4417,24,75.0,True,Male,0.09825818076657843,1798.12,Excellent,58.11842105263158,40K-70K,1
Melissa Jordan,Dunnville,137756,748,8732,39,95.0,True,Female,0.06338743865965911,3443.9,Excellent,90.95833333333333,130K+,0
Mrs. Cheryl Kim,East Jesseshire,38564,310,15884,26,25.0,False,Female,0.4118867337413131,1428.2962962962963,Poor,610.9230769230769,<40K,0
Stacy Mcguire,Port Alexisbury,82521,358,6020,3,45.0,False,Female,0.07295112759176452,20630.25,Poor,130.8695652173913,70K-100K,0
Christopher Williams,Carriebury,94454,599,9501,38,65.0,True,Male,0.10058864632519533,2421.897435897436,Fair,143.95454545454547,70K-100K,1
Matthew Douglas,West Shawnaborough,39710,806,47219,22,65.0,True,Male,1.189095945605641,1726.5217391304348,Excellent,715.439393939394,<40K,1
Shannon Wallace,Shellyside,105631,599,43837,15,60.0,True,Female,0.4150012780339105,6601.9375,Fair,718.639344262295,100K-130K,0
Debra Wolfe,North Michaelchester,112502,797,19335,5,85.0,True,Female,0.17186361131357664,18750.333333333332,Excellent,224.82558139534885,100K-130K,0
Chad Daugherty,West Judy,119974,515,9044,23,60.0,True,Male,0.07538299964992415,4998.916666666667,Poor,148.2622950819672,100K-130K,1
Rachel Johnson,Lake Scott,37026,764,8486,1,55.0,False,Female,0.22919029870901528,18513.0,Excellent,151.53571428571428,<40K,0
Mr. Donald Cruz PhD,North Joshuafurt,49887,807,2235,24,80.0,True,Male,0.04480125082686872,1995.48,Excellent,27.59259259259259,40K-70K,1
Andrew Harris,Lake Ryan,49555,353,44280,19,25.0,False,Male,0.8935526183028958,2477.75,Poor,1703.076923076923,40K-70K,1
Phillip Pineda,Sandraview,136318,521,2792,21,60.0,True,Male,0.02048152114907789,6196.272727272727,Poor,45.77049180327869,130K+,1
Lisa Glenn,Port Danielfurt,103772,594,36046,29,65.0,True,Female,0.3473576687353043,3459.0666666666666,Fair,546.1515151515151,100K-130K,0
Nathan Mack,Franciscofurt,69824,778,49865,15,70.0,True,Male,0.7141527268560953,4364.0,Excellent,702.3239436619718,40K-70K,1
Adrian Marsh,Christopherbury,41164,602,23120,36,40.0,False,Male,0.5616558157613448,1112.5405405405406,Fair,563.9024390243902,40K-70K,1
Luis Ward,Kimberlytown,62530,427,21112,36,40.0,False,Male,0.33762993762993765,1690.0,Poor,514.9268292682926,40K-70K,1
Sara Abbott,Fordmouth,45525,309,31568,2,15.0,False,Female,0.6934211971444262,15175.0,Poor,1973.0,40K-70K,0
Karen Richard,South Brian,103147,381,19117,39,55.0,False,Female,0.18533743104501343,2578.675,Poor,341.375,100K-130K,0
Tiffany Alexander,Katieview,130197,565,33435,8,45.0,False,Female,0.25680315214636285,14466.333333333334,Poor,726.8478260869565,130K+,0
Christopher Pitts,East Dannyton,84548,488,45855,32,40.0,False,Male,0.5423546387850688,2562.060606060606,Poor,1118.4146341463415,70K-100K,1
Lauren Williams,North Stephanie,109471,565,17871,1,40.0,False,Female,0.16324871427135954,54735.5,Poor,435.8780487804878,100K-130K,0
Shannon Gomez,New Jimmyville,108135,379,34222,28,50.0,False,Female,0.3164747768992463,3728.793103448276,Poor,671.0196078431372,100K-130K,0
Billy Harris,Mariachester,133643,373,43066,27,50.0,False,Male,0.322246582312579,4772.964285714285,Poor,844.4313725490196,130K+,1
Briana Nguyen,Matthewchester,111057,683,31846,18,75.0,True,Female,0.2867536490270762,5845.105263157895,Good,419.0263157894737,100K-130K,0
Caitlin Williams,New Anthony,59581,516,21519,32,40.0,False,Female,0.361172185763918,1805.4848484848485,Poor,524.8536585365854,40K-70K,0
Natalie Logan,Shelbyfurt,131671,333,44061,9,45.0,False,Female,0.3346294932065527,13167.1,Poor,957.8478260869565,130K+,0
Zachary Miller,East Arianashire,98494,728,36321,7,65.0,True,Male,0.36876357950738115,12311.75,Good,550.3181818181819,70K-100K,1
Kelsey Williams,Hopkinshaven,79856,751,21770,17,80.0,True,Female,0.2726157082748948,4436.444444444444,Excellent,268.7654320987654,70K-100K,0
Kenneth Bartlett,Johnstad,89049,536,30872,20,45.0,False,Male,0.3466855326842525,4240.428571428572,Poor,671.1304347826087,70K-100K,1
Shirley Cox,Annland,149079,670,43816,30,75.0,True,Female,0.29391128193776456,4809.0,Good,576.5263157894736,130K+,0
Joann Barnes,New John,88028,717,45178,37,65.0,True,Female,0.5132230653882855,2316.5263157894738,Good,684.5151515151515,70K-100K,0
Lisa Flynn,Leeland,68974,718,28592,32,60.0,True,Female,0.41453301243946994,2090.121212121212,Good,468.72131147540983,40K-70K,0
Ms. Mackenzie Barton,South Alexis,142743,423,28435,16,55.0,False,Female,0.1992041641271376,8396.64705882353,Poor,507.76785714285717,130K+,0
Michelle Harrison,East Mollychester,107139,324,46222,10,45.0,False,Female,0.43142086448445477,9739.90909090909,Poor,1004.8260869565217,100K-130K,0
Brandi Camacho DVM,Gomezfurt,86207,547,47660,18,40.0,False,Female,0.5528553365735961,4537.210526315789,Poor,1162.439024390244,70K-100K,0
Steven Villanueva,Lake Brandonstad,70026,759,27796,40,75.0,True,Male,0.39693828006740356,1707.9512195121952,Excellent,365.7368421052632,70K-100K,1
Ruben Roberts,Gravesburgh,104531,821,6491,9,95.0,True,Male,0.062096411590819946,10453.1,Excellent,67.61458333333333,100K-130K,1
Linda Wood,Graymouth,111399,480,34336,37,50.0,False,Female,0.3082253880196411,2931.5526315789475,Poor,673.2549019607843,100K-130K,0
Raymond Hall,Petersonshire,37894,830,35419,37,65.0,True,Male,0.9346862300100279,997.2105263157895,Excellent,536.6515151515151,<40K,1
Tanya Mitchell,Floresburgh,109905,446,3748,13,60.0,True,Female,0.034102179154724535,7850.357142857143,Poor,61.442622950819676,100K-130K,0
Donald Hobbs,Coryport,127004,469,8769,18,60.0,True,Male,0.06904506944663161,6684.421052631579,Poor,143.75409836065575,100K-130K,1
Jeffrey Mcclure,Sheilaview,43006,408,16183,17,30.0,False,Male,0.37629633074454727,2389.222222222222,Poor,522.0322580645161,40K-70K,1
Daniel Roberson,North Carmen,129973,340,36378,34,50.0,False,Male,0.27988890000230815,3713.5142857142855,Poor,713.2941176470588,100K-130K,1
Adriana Wall,West Jamesshire,57235,736,48978,28,60.0,True,Female,0.8557351271075391,1973.6206896551723,Good,802.9180327868852,40K-70K,0
Sandra Phillips,Lake Jasmineville,111987,755,29328,31,85.0,True,Female,0.2618875405180959,3499.59375,Excellent,341.0232558139535,100K-130K,0
Sean Kaiser,West Lindabury,57659,376,22437,10,40.0,False,Male,0.38913265925527674,5241.727272727273,Poor,547.2439024390244,40K-70K,1
Desiree Mccoy,Lake Haileyton,64687,743,7582,33,80.0,True,Female,0.11721056781115216,1902.5588235294117,Excellent,93.60493827160494,40K-70K,0
Ryan Guerrero,Lake Courtneybury,116563,440,39426,24,50.0,False,Male,0.33823769120561414,4662.52,Poor,773.0588235294117,100K-130K,1
Connie Gonzalez,Hernandezburgh,40641,808,19520,8,60.0,True,Female,0.48030314214709285,4515.666666666667,Excellent,320.0,40K-70K,0
